full_name,language,stars
satijalab/seurat,R,2260
rmcelreath/stat_rethinking_2023,R,2122
rstudio/gt,R,2013
IndrajeetPatil/ggstatsplot,R,1993
ujjwalkarn/DataScienceR,R,1963
genomicsclass/labs,R,1935
thomasp85/gganimate,R,1921
karthik/wesanderson,R,1882
szilard/benchm-ml,R,1864
rich-iannone/DiagrammeR,R,1673
rstudio/reticulate,R,1669
google/CausalImpact,R,1644
mlr-org/mlr,R,1635
tidyverse/tidyverse,R,1617
hadley/stats337,R,1616
geocompx/geocompr,R,1538
tidymodels/broom,R,1444
rstudio/plumber,R,1388
sfirke/janitor,R,1380
tidyverse/tidyr,R,1372
r-spatial/sf,R,1334
hadley/mastering-shiny,R,1307
jokergoo/ComplexHeatmap,R,1294
paul-buerkner/brms,R,1272
tidyverse/purrr,R,1256
slowkow/ggrepel,R,1210
hrbrmstr/hrbrthemes,R,1195
r-lib/lintr,R,1190
wch/r-source,R,1135
swirldev/swirl,R,1090
easystats/easystats,R,1083
ddsjoberg/gtsummary,R,1044
thomasp85/ggraph,R,1037
BlakeRMills/MetBrewer,R,1035
easystats/performance,R,1013
rstudio/renv,R,1003
tidyverse/readr,R,1000
rstudio/tinytex,R,980
tidyverse/magrittr,R,952
sparklyr/sparklyr,R,948
mlr-org/mlr3,R,931
ropensci/targets,R,920
thomasp85/ggforce,R,901
ThinkR-open/golem,R,901
MichelNivard/gptstudio,R,892
r-lib/testthat,R,886
MilesMcBain/datapasta,R,883
easystats/see,R,883
rstudio/pagedown,R,882
johnmyleswhite/BanditsBook,R,880
allisonhorst/palmerpenguins,R,875
hadley/r-pkgs,R,872
rstudio/pointblank,R,863
r-lib/usethis,R,857
google/rappor,R,855
business-science/tidyquant,R,850
dselivanov/text2vec,R,847
quanteda/quanteda,R,839
dreamRs/shinyWidgets,R,826
klmr/box,R,824
mjskay/ggdist,R,812
joshuaulrich/quantmod,R,783
ramnathv/htmlwidgets,R,775
grabear/awesome-rshiny,R,773
TheAlgorithms/R,R,771
tidymodels/tidymodels,R,755
gadenbuie/tidyexplain,R,742
hms-dbmi/UpSetR,R,738
tidyverse/lubridate,R,724
tidymodels/infer,R,723
r-lib/styler,R,720
r-lib/pkgdown,R,715
rstudio/ggvis,R,712
rstudio/learnr,R,709
DavisVaughan/furrr,R,691
gkaramanis/tidytuesday,R,684
haozhu233/kableExtra,R,680
r-spatial/rgee,R,673
tidyverse/tibble,R,669
tidyverse/dtplyr,R,661
dgrtwo/fuzzyjoin,R,658
rstudio/RStartHere,R,657
hrbrmstr/ggalt,R,652
r-lib/cli,R,644
wilkelab/ggtext,R,643
amplab-extras/SparkR-pkg,R,642
njtierney/naniar,R,640
walkerke/tidycensus,R,640
square/okhttp,Kotlin,45754
android/architecture-samples,Kotlin,44371
shadowsocks/shadowsocks-android,Kotlin,34948
alibaba/p3c,Kotlin,30308
square/leakcanary,Kotlin,29297
gedoor/legado,Kotlin,28653
signalapp/signal-android,Kotlin,25511
cymchad/baserecyclerviewadapterhelper,Kotlin,24186
android/architecture-components-samples,Kotlin,23119
google/iosched,Kotlin,21724
android/compose-samples,Kotlin,19932
afollestad/material-dialogs,Kotlin,19522
square/picasso,Kotlin,18711
google/flexbox-layout,Kotlin,17859
android/sunflower,Kotlin,17613
lottie-react-native/lottie-react-native,Kotlin,16681
android/nowinandroid,Kotlin,16616
nickbutcher/plaid,Kotlin,16244
jetbrains/compose-multiplatform,Kotlin,16004
kotlin/anko,Kotlin,15878
android/plaid,Kotlin,15845
mamoe/mirai,Kotlin,14355
android/uamp,Kotlin,13016
kotlin/kotlinx.coroutines,Kotlin,12976
ktorio/ktor,Kotlin,12852
mikepenz/materialdrawer,Kotlin,11669
wasabeef/recyclerview-animators,Kotlin,11375
junkfood02/seal,Kotlin,10913
appintro/appintro,Kotlin,10518
jakewharton/timber,Kotlin,10389
thunderbird/thunderbird-android,Kotlin,10227
matsuridayo/nekoboxforandroid,Kotlin,10169
shabinder/spotiflyer,Kotlin,10076
tiann/kernelsu,Kotlin,9903
square/moshi,Kotlin,9725
rikkaapps/shizuku,Kotlin,9708
jakewharton/rxbinding,Kotlin,9698
mihonapp/mihon,Kotlin,9576
jetbrains/compose-jb,Kotlin,9489
yujincheng08/biliroaming,Kotlin,9412
jetbrains/ideavim,Kotlin,9180
insertkoinio/koin,Kotlin,8971
firebase/quickstart-android,Kotlin,8847
square/okio,Kotlin,8766
ethereum-lists/chains,Kotlin,8697
libre-tube/libretube,Kotlin,8561
ankidroid/anki-android,Kotlin,8479
yairm210/unciv,Kotlin,8390
thundernest/k-9,Kotlin,8288
jetbrains/exposed,Kotlin,8276
vfsfitvnm/vimusic,Kotlin,8193
chrisbanes/cheesesquare,Kotlin,7810
skydoves/pokedex,Kotlin,7775
uber/ribs,Kotlin,7721
facebook/litho,Kotlin,7693
isoron/uhabits,Kotlin,7634
javalin/javalin,Kotlin,7536
google/accompanist,Kotlin,7392
skydoves/android-developer-roadmap,Kotlin,7261
teamvanced/vancedmanager,Kotlin,6986
reactivex/rxkotlin,Kotlin,6982
ytvanced/vancedmanager,Kotlin,6919
chrisbanes/tivi,Kotlin,6603
recloudstream/cloudstream,Kotlin,6594
sourcerer-io/sourcerer-app,Kotlin,6527
igorwojda/android-showcase,Kotlin,6483
bitwarden/android,Kotlin,6326
acra/acra,Kotlin,6299
detekt/detekt,Kotlin,6235
pinterest/ktlint,Kotlin,6192
arrow-kt/arrow,Kotlin,6159
cashapp/sqldelight,Kotlin,6147
facebook/facebook-android-sdk,Kotlin,6135
gurupreet/composecookbook,Kotlin,6053
florisboard/florisboard,Kotlin,5942
dbacinski/design-patterns-in-kotlin,Kotlin,5864
zhanghai/materialfiles,Kotlin,5815
airbnb/mavericks,Kotlin,5815
kickstarter/android-oss,Kotlin,5748
mobile-dev-inc/maestro,Kotlin,5723
sagernet/sagernet,Kotlin,5590
tipsy/javalin,Kotlin,5577
drakeet/multitype,Kotlin,5514
tapadoo/alerter,Kotlin,5432
mockk/mockk,Kotlin,5393
breezy-weather/breezy-weather,Kotlin,5384
kotlin/kotlinx.serialization,Kotlin,5361
androidx/androidx,Kotlin,5288
mikepenz/android-iconics,Kotlin,5167
android/camera-samples,Kotlin,4965
aniyomiorg/aniyomi,Kotlin,4874
ashinch/readyou,Kotlin,4847
agrosner/dbflow,Kotlin,4840
muzei/muzei,Kotlin,4687
ReVanced/revanced-patches-template,Kotlin,4585
intellij-rust/intellij-rust,Kotlin,4525
kunzisoft/keepassdx,Kotlin,4491
kotest/kotest,Kotlin,4415
libchecker/libchecker,Kotlin,4370
android/user-interface-samples,Kotlin,4367
public-apis/public-apis,Python,313186
donnemartin/system-design-primer,Python,266337
vinta/awesome-python,Python,215354
thealgorithms/python,Python,184669
Significant-Gravitas/AutoGPT,Python,167100
Significant-Gravitas/Auto-GPT,Python,147780
AUTOMATIC1111/stable-diffusion-webui,Python,139273
huggingface/transformers,Python,132754
ytdl-org/youtube-dl,Python,130804
nvbn/thefuck,Python,83795
yt-dlp/yt-dlp,Python,83649
pytorch/pytorch,Python,82171
django/django,Python,79411
tensorflow/models,Python,76984
fastapi/fastapi,Python,76145
tiangolo/fastapi,Python,73934
home-assistant/core,Python,71824
openai/whisper,Python,68243
pallets/flask,Python,67433
binary-husky/gpt_academic,Python,64368
3b1b/manim,Python,62676
python/cpython,Python,62594
ansible/ansible,Python,62469
keras-team/keras,Python,61682
xtekky/gpt4free,Python,60146
swisskyrepo/payloadsallthethings,Python,60007
d2l-ai/d2l-zh,Python,59909
scikit-learn/scikit-learn,Python,59580
sherlock-project/sherlock,Python,56533
abi/screenshot-to-code,Python,56326
localstack/localstack,Python,55628
meta-llama/llama,Python,55105
zylon-ai/private-gpt,Python,53709
labmlai/annotated_deep_learning_paper_implementations,Python,53140
ageitgey/face_recognition,Python,52664
OpenInterpreter/open-interpreter,Python,52345
scrapy/scrapy,Python,52331
comfyanonymous/ComfyUI,Python,52111
psf/requests,Python,52039
gpt-engineer-org/gpt-engineer,Python,51974
corentinj/real-time-voice-cloning,Python,51846
facebookresearch/llama,Python,50936
deepfakes/faceswap,Python,50116
ultralytics/yolov5,Python,49858
soimort/you-get,Python,49797
imartinez/privateGPT,Python,49719
commaai/openpilot,Python,49590
xai-org/grok-1,Python,49389
textualize/rich,Python,49044
charlax/professional-programming,Python,46477
minimaxir/big-list-of-naughty-strings,Python,45841
geekan/MetaGPT,Python,43954
iperov/deepfacelab,Python,43902
z4nzu/hackingtool,Python,43737
pandas-dev/pandas,Python,43392
AntonOsika/gpt-engineer,Python,42998
paddlepaddle/paddleocr,Python,42927
KillianLucas/open-interpreter,Python,42157
isocpp/cppcoreguidelines,Python,41478
thudm/chatglm-6b,Python,39892
oobabooga/text-generation-webui,Python,39799
lllyasviel/Fooocus,Python,39507
psf/black,Python,38684
hpcaitech/colossalai,Python,38683
getsentry/sentry,Python,38673
stability-ai/stablediffusion,Python,38533
odoo/odoo,Python,37720
google-research/bert,Python,37546
mingrammer/diagrams,Python,37320
hacksider/Deep-Live-Cam,Python,37220
chubin/cheat.sh,Python,36730
LAION-AI/Open-Assistant,Python,36709
lm-sys/FastChat,Python,36543
apache/airflow,Python,36495
QuivrHQ/quivr,Python,36122
mitmproxy/mitmproxy,Python,36118
run-llama/llama_index,Python,35785
karpathy/nanogpt,Python,35752
satwikkansal/wtfpython,Python,35293
xingangpan/draggan,Python,35242
tencentarc/gfpgan,Python,35180
microsoft/deepspeed,Python,34925
streamlit/streamlit,Python,34846
babysor/mockingbird,Python,34824
moymix/TaskMatrix,Python,34395
microsoft/taskmatrix,Python,34020
openai/gym,Python,33912
hankcs/hanlp,Python,33446
lc044/wechatmsg,Python,33275
RVC-Boss/GPT-SoVITS,Python,33243
ray-project/ray,Python,33235
httpie/cli,Python,33174
fxsjy/jieba,Python,32984
coqui-ai/tts,Python,32739
ccxt/ccxt,Python,32614
gradio-app/gradio,Python,32441
All-Hands-AI/OpenHands,Python,32246
sqlmapproject/sqlmap,Python,32059
willmcgugan/rich,Python,31979
hiyouga/LLaMA-Factory,Python,31658
microsoft/powertoys,C#,110140
shadowsocks/shadowsocks-windows,C#,58218
powershell/powershell,C#,44718
dotnet/aspnetcore,C#,35279
ryujinx/ryujinx,C#,34935
files-community/files,C#,34034
jellyfin/jellyfin,C#,33765
sharex/sharex,C#,29168
DevToys-app/DevToys,C#,26851
avaloniaui/avalonia,C#,25389
nickemanarin/screentogif,C#,23432
mxgmn/wavefunctioncollapse,C#,22844
dotnet/maui,C#,22033
microsoft/semantic-kernel,C#,21525
veler/devtoys,C#,21026
leiurayer/downkyi,C#,20315
beyonddimension/steamtools,C#,19917
dotnet/roslyn,C#,18951
dapperlib/dapper,C#,17360
unity-technologies/ml-agents,C#,16984
jasontaylordev/cleanarchitecture,C#,16709
ardalis/cleanarchitecture,C#,16232
ql-win/quicklook,C#,16131
netchx/netch,C#,16038
bitwarden/server,C#,15259
ppy/osu,C#,15139
materialdesigninxaml/materialdesigninxamltoolkit,C#,15077
dotnet/runtime,C#,15055
rocksdanister/lively,C#,14884
carlospolop/peass-ng,C#,14713
openra/openra,C#,14640
dotnet/efcore,C#,13679
stackexchange/dapper,C#,13596
app-vnext/polly,C#,13348
abpframework/abp,C#,12802
dotnet/aspnetcore.docs,C#,12576
marticliment/UniGetUI,C#,12255
jackett/jackett,C#,12114
aspnetboilerplate/aspnetboilerplate,C#,11782
unity-technologies/unitycsreference,C#,11762
bluepointlilac/contextmenumanager,C#,11760
nilaoda/n_m3u8dl-cli,C#,11724
questpdf/questpdf,C#,11720
monogame/monogame,C#,11363
winsw/winsw,C#,11275
justarchinet/archisteamfarm,C#,11134
duplicati/duplicati,C#,11016
jbogard/mediatr,C#,11005
mono/mono,C#,10997
klocman/bulk-crap-uninstaller,C#,10928
jamesnk/newtonsoft.json,C#,10660
sonarr/sonarr,C#,10636
kgrzybek/modular-monolith-with-ddd,C#,10482
dotnet/benchmarkdotnet,C#,10438
chocolatey/choco,C#,10256
microsoft/garnet,C#,10197
marticliment/WingetUI,C#,10166
dotnet/orleans,C#,10057
radarr/radarr,C#,9985
dotnet-architecture/eshoponweb,C#,9974
automapper/automapper,C#,9912
perfare/assetstudio,C#,9880
cefsharp/cefsharp,C#,9839
srwi/everythingtoolbar,C#,9742
gui-cs/terminal.gui,C#,9603
restsharp/restsharp,C#,9570
quantconnect/lean,C#,9565
hangfireio/hangfire,C#,9347
nilaoda/bbdown,C#,9290
spectreconsole/spectre.console,C#,9263
mahapps/mahapps.metro,C#,9230
nopsolutions/nopcommerce,C#,9210
felixse/fluentterminal,C#,9185
dodyg/practical-aspnetcore,C#,9147
dotnet/machinelearning,C#,9016
fluentvalidation/fluentvalidation,C#,8999
signalr/signalr,C#,8947
file-new-project/eartrumpet,C#,8871
josefnemec/playnite,C#,8851
unoplatform/uno,C#,8805
0x7c13/notepads,C#,8688
bchavez/bogus,C#,8638
humanizr/humanizer,C#,8580
richasy/bili.uwp,C#,8512
reactiveui/refit,C#,8507
microsoft/reverse-proxy,C#,8479
subtitleedit/subtitleedit,C#,8421
mbdavid/litedb,C#,8375
threemammals/ocelot,C#,8344
mathewsachin/captura,C#,8318
lucasg/dependencies,C#,8227
reactiveui/reactiveui,C#,8061
mudblazor/mudblazor,C#,7914
flow-launcher/flow.launcher,C#,7796
dvf/blockchain,C#,7714
gitextensions/gitextensions,C#,7712
microsoft/ailab,C#,7664
tyrrrz/discordchatexporter,C#,7566
orchardcms/orchardcore,C#,7387
autodarkmode/windows-auto-night-mode,C#,7349
Reference-LAPACK/lapack,Fortran,1488
wrf-model/WRF,Fortran,1232
ElmerCSC/elmerfem,Fortran,1176
fortran-lang/stdlib,Fortran,1058
fortran-lang/fpm,Fortran,873
cp2k/cp2k,Fortran,839
OpenFAST/openfast,Fortran,679
OpenRadioss/OpenRadioss,Fortran,588
grimme-lab/xtb,Fortran,569
nwchemgit/nwchem,Fortran,495
modern-fortran/neural-fortran,Fortran,396
Nek5000/Nek5000,Fortran,377
FluidityProject/fluidity,Fortran,364
E3SM-Project/E3SM,Fortran,346
jacobwilliams/json-fortran,Fortran,333
MITgcm/MITgcm,Fortran,328
dftbplus/dftbplus,Fortran,327
ESCOMP/CTSM,Fortran,306
JuliaPackaging/Yggdrasil,Fortran,304
libprima/prima,Fortran,292
opencollab/arpack-ng,Fortran,284
USEPA/CMAQ,Fortran,277
nasa/CFL3D,Fortran,275
NOAA-EMC/WW3,Fortran,259
quanshengwu/wannier_tools,Fortran,255
MODFLOW-USGS/modflow6,Fortran,251
ucns3d-team/UCNS3D,Fortran,247
rouyang2017/SISSO,Fortran,238
sourceryinstitute/OpenCoarrays,Fortran,236
flame/libflame,Fortran,232
spacepy/spacepy,Fortran,229
mdolab/adflow,Fortran,219
flexi-framework/flexi,Fortran,210
ylikx/forpy,Fortran,203
certik/fortran-utils,Fortran,202
abinit/abinit,Fortran,202
ROCm/aomp,Fortran,202
NCAR/DART,Fortran,191
NCAR/wrf_hydro_nwm_public,Fortran,176
Warwick-Plasma/epoch,Fortran,176
certik/fastGPT,Fortran,174
CDAT/cdat,Fortran,173
scientific-computing/FKB,Fortran,173
Goddard-Fortran-Ecosystem/pFUnit,Fortran,169
geoschem/geos-chem,Fortran,167
ExtremeFLOW/neko,Fortran,166
jacobwilliams/bspline-fortran,Fortran,161
dftd4/dftd4,Fortran,160
ROCm/gpufort,Fortran,159
kookma/ogpf,Fortran,157
esmf-org/esmf,Fortran,156
clawpack/pyclaw,Fortran,155
daoudclarke/wartonlegacy,Fortran,152
CliMT/climt,Fortran,148
DSSAT/dssat-csm-os,Fortran,148
xcompact3d/Incompact3d,Fortran,145
modern-fortran/tsunami,Fortran,143
MFlowCode/MFC,Fortran,141
MESAHub/mesa,Fortran,138
ExeClim/Isca,Fortran,137
cp2k/dbcsr,Fortran,135
ufs-community/ufs-weather-model,Fortran,135
wavebitscientific/datetime-fortran,Fortran,133
tinkertools/tinker,Fortran,130
Reference-ScaLAPACK/scalapack,Fortran,125
lesgo-jhu/lesgo,Fortran,119
NASA-LIS/LISF,Fortran,117
openmopac/mopac,Fortran,115
ralna/GALAHAD,Fortran,114
SCM-NV/ftl,Fortran,113
loganoz/horses3d,Fortran,113
atomisticnet/aenet,Fortran,110
Quuxplusone/Castlequest,Fortran,104
ralna/spral,Fortran,104
DOI-USGS/COAWST,Fortran,104
danieljprice/phantom,Fortran,103
OrderN/CONQUEST-release,Fortran,101
michael-lehn/ulmBLAS,Fortran,99
timduly4/pyglow,Fortran,99
DelNov/T-Flows,Fortran,99
yambo-code/yambo,Fortran,97
njoy/NJOY2016,Fortran,95
NGEET/fates,Fortran,95
tblite/tblite,Fortran,95
adtzlr/ttb,Fortran,94
toml-f/toml-f,Fortran,93
jacobwilliams/csv-fortran,Fortran,93
pdfo/pdfo,Fortran,93
leonfoks/coretran,Fortran,92
pressel/pycles,Fortran,91
NOAA-GFDL/FMS,Fortran,91
SPECFEM/specfem3d_globe,Fortran,89
ralna/CUTEst,Fortran,88
DARcorporation/xfoil-python,Fortran,84
AER-RC/LBLRTM,Fortran,83
jiweiqi/collectionofmechanisms,Fortran,82
madebr/pyOpt,Fortran,82
fortran-lang/minpack,Fortran,82
mom-ocean/MOM5,Fortran,82
UppASD/UppASD,Fortran,82
facebook/react,JavaScript,227966
trekhleb/javascript-algorithms,JavaScript,186300
twbs/bootstrap,JavaScript,170330
airbnb/javascript,JavaScript,144774
vercel/next.js,JavaScript,125434
30-seconds/30-seconds-of-code,JavaScript,115518
nodejs/node,JavaScript,106757
axios/axios,JavaScript,105329
awesome-selfhosted/awesome-selfhosted,JavaScript,103707
facebook/create-react-app,JavaScript,102452
mrdoob/three.js,JavaScript,102017
ryanmcdermott/clean-code-javascript,JavaScript,90837
iptv-org/iptv,JavaScript,84853
microsoft/web-dev-for-beginners,JavaScript,83101
sveltejs/svelte,JavaScript,78589
jaywcjlove/awesome-mac,JavaScript,75415
fortawesome/font-awesome,JavaScript,73366
typicode/json-server,JavaScript,72619
mermaid-js/mermaid,JavaScript,71107
anuraghazra/github-readme-stats,JavaScript,68613
hakimel/reveal.js,JavaScript,67657
expressjs/express,JavaScript,65290
webpack/webpack,JavaScript,64600
chartjs/chart.js,JavaScript,64431
leonardomso/33-js-concepts,JavaScript,63069
adam-p/markdown-here,JavaScript,59644
lodash/lodash,JavaScript,59439
jquery/jquery,JavaScript,59179
atom/atom,JavaScript,59040
angular/angular.js,JavaScript,58931
louislam/uptime-kuma,JavaScript,56644
h5bp/html5-boilerplate,JavaScript,56459
gatsbyjs/gatsby,JavaScript,55242
scutan90/deeplearning-500-questions,JavaScript,53653
semantic-org/semantic-ui,JavaScript,51031
juliangarnier/anime,JavaScript,49649
prettier/prettier,JavaScript,49190
mozilla/pdf.js,JavaScript,48151
moment/moment,JavaScript,47920
chinese-poetry/chinese-poetry,JavaScript,47641
tryghost/ghost,JavaScript,47003
cypress-io/cypress,JavaScript,46787
iamkun/dayjs,JavaScript,46733
serverless/serverless,JavaScript,46394
gorhill/ublock,JavaScript,46285
marktext/marktext,JavaScript,46021
algorithm-visualizer/algorithm-visualizer,JavaScript,45611
poteto/hiring-without-whiteboards,JavaScript,44783
meteor/meteor,JavaScript,44323
agalwood/motrix,JavaScript,44200
reacttraining/react-router,JavaScript,43671
parcel-bundler/parcel,JavaScript,43400
colorlibhq/adminlte,JavaScript,42784
nuxt/nuxt.js,JavaScript,41715
yarnpkg/yarn,JavaScript,41403
unitech/pm2,JavaScript,41139
leaflet/leaflet,JavaScript,41127
jgraph/drawio,JavaScript,40875
nwjs/nw.js,JavaScript,40312
microsoft/monaco-editor,JavaScript,39993
dcloudio/uni-app,JavaScript,39964
nolimits4web/swiper,JavaScript,39553
lecoupa/awesome-cheatsheets,JavaScript,39173
sudheerj/reactjs-interview-questions,JavaScript,39168
dogfalo/materialize,JavaScript,38860
videojs/video.js,JavaScript,37869
yangshun/front-end-interview-handbook,JavaScript,37781
bigskysoftware/htmx,JavaScript,37638
impress/impress.js,JavaScript,37493
phaserjs/phaser,JavaScript,36999
preactjs/preact,JavaScript,36634
photonstorm/phaser,JavaScript,35738
alvarotrigo/fullpage.js,JavaScript,35253
koajs/koa,JavaScript,35123
naptha/tesseract.js,JavaScript,34761
sahat/hackathon-starter,JavaScript,34711
naibowang/easyspider,JavaScript,34576
kong/insomnia,JavaScript,34479
carbon-app/carbon,JavaScript,34353
sheetjs/sheetjs,JavaScript,34075
zenorocha/clipboard.js,JavaScript,33643
adobe/brackets,JavaScript,33612
atlassian/react-beautiful-dnd,JavaScript,33226
denysdovhan/wtfjs,JavaScript,33170
gulpjs/gulp,JavaScript,32921
markedjs/marked,JavaScript,32906
goabstract/awesome-design-tools,JavaScript,32691
typicode/husky,JavaScript,32395
thealgorithms/javascript,JavaScript,32134
fastify/fastify,JavaScript,32051
pcottle/learngitbranching,JavaScript,30483
qishibo/anotherredisdesktopmanager,JavaScript,30342
binaryify/neteasecloudmusicapi,JavaScript,30177
airbnb/lottie-web,JavaScript,29933
vuejs/vue-cli,JavaScript,29761
layui/layui,JavaScript,29516
webtorrent/webtorrent,JavaScript,29476
sortablejs/sortable,JavaScript,29350
ryanhanwu/how-to-ask-questions-the-smart-way,JavaScript,29218
elsewhencode/project-guidelines,JavaScript,29158
